Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,LabeledInsight,PromptMode,LevelMode
23900,23900,e1_kf,25,success,insight,correct,CROSS_OUT,,
23900,23900,e1_kf,26,success,insight,correct,CROSS_OUT,,
23900,37773,e1_kf,27,success,insight,correct,OPENING,,
37773,23900,e1_kf,28,success,insight,correct,CROSS_OUT,,
23900,23900,e1_kf,29,success,insight,correct,CROSS_OUT,,
23900,23900,e1_kf,30,success,insight,correct,CROSS_OUT,,
23900,68569,e1_kf,31,success,insight,correct,APPLY_BEFORE_ONE_SPOT,,
68569,27716,e1_kf,32,success,insight,correct,CROSS_OUT,,
27716,27716,e1_kf,33,success,insight,correct,CROSS_OUT,,
27716,27716,e1_kf,34,success,insight,correct,CROSS_OUT,,
27716,27716,e1_kf,35,success,insight,correct,CROSS_OUT,,
27716,83043,e1_kf,36,success,insight,correct,OPENING,,
83043,27716,e1_kf,37,success,insight,correct,CROSS_OUT,,
27716,45488,e1_kf,38,success,insight,correct,OPENING,,
45488,27716,e1_kf,39,success,insight,correct,CROSS_OUT,,
27716,83043,e1_kf,40,success,insight,correct,OPENING,,
83043,32777,e1_kf,41,success,insight,correct,OPENING,,
32777,27552,e1_kf,42,success,,,,,
33452,50949,e1_kf,0,success,insight,correct,APPLY_IS,,
50949,17504,e1_kf,1,success,insight,correct,APPLY_OR,,
17504,79619,e1_kf,2,success,insight,correct,APPLY_BEFORE_N_SPOTS,,
79619,97696,e1_kf,3,success,insight,correct,OPENING,,
97696,52102,e1_kf,4,success,,,,,
70184,46818,e1_kf,0,success,insight,correct,APPLY_IS,,
46818,28244,e1_kf,1,success,insight,correct,APPLY_BEFORE_N_SPOTS,,
28244,12339,e1_kf,2,success,insight,correct,APPLY_OR,,
12339,37464,e1_kf,3,success,insight,correct,OPENING,,
37464,37464,e1_kf,4,success,insight,correct,OPENING,,
37464,10113,e1_kf,5,success,,,,,
87354,15431,e1_kf,0,success,insight,correct,APPLY_IS,,
15431,84582,e1_kf,1,success,insight,correct,APPLY_OR,,
84582,15619,e1_kf,2,success,insight,correct,OPENING,,
15619,60857,e1_kf,3,success,insight,correct,OPENING,,
60857,87704,e1_kf,4,success,,,,,
57160,57524,e1_kf,0,success,insight,correct,APPLY_NOT,,
57524,65479,e1_kf,1,success,insight,correct,OPENING,,
65479,77290,e1_kf,2,success,insight,correct,APPLY_BEFORE_N_SPOTS,,
77290,98532,e1_kf,3,success,insight,correct,APPLY_OR,,
98532,71301,e1_kf,4,success,insight,correct,OPENING,,
71301,10667,e1_kf,5,success,,,,,
73657,66063,e1_kf,0,success,unknown-correct,correct,,,
66063,19592,e1_kf,1,success,insight,correct,APPLY_OR,,
19592,64039,e1_kf,2,success,insight,correct,APPLY_OR,,
64039,47584,e1_kf,3,success,insight,correct,OPENING,,
47584,63074,e1_kf,4,success,insight,correct,OPENING,,
63074,81114,e1_kf,5,success,insight,correct,OPENING,,
81114,77919,e1_kf,6,success,,,,,
16031,43449,e1_kf,0,success,insight,correct,BEFORE_N_SPOTS_NOINFO,,
43449,43449,e1_kf,1,success,insight,correct,BEFORE_N_SPOTS_NOINFO,,
43449,43449,e1_kf,2,success,insight,correct,BEFORE_N_SPOTS_NOINFO,,
43449,43449,e1_kf,3,success,insight,correct,BEFORE_N_SPOTS_NOINFO,,
43449,95472,e1_kf,4,success,insight,correct,APPLY_OR,,
95472,66805,e1_kf,5,success,insight,correct,CROSS_OUT,,
66805,66805,e1_kf,6,success,insight,correct,CROSS_OUT,,
66805,66805,e1_kf,7,success,insight,correct,CROSS_OUT,,
66805,66805,e1_kf,8,success,insight,correct,CROSS_OUT,,
66805,66805,e1_kf,9,success,insight,correct,CROSS_OUT,,
66805,26186,e1_kf,10,success,insight,correct,OPENING,,
26186,66805,e1_kf,11,success,insight,correct,CROSS_OUT,,
66805,30020,e1_kf,12,success,insight,correct,OPENING,,
30020,82662,e1_kf,13,success,insight,correct,OPENING,,
82662,49725,e1_kf,14,success,,,,,
